zotero key, pdf key, title, mission/instruments, models, dois, datasets, dois & datasets mapped
4USP458U,QMKMRHTH,2016_Saud_A satellite-based 13-year climatology of net cloud radiative forcing over the.pdf,'terra/modis----level 3'(1); 'terra/modis'(1); 'aqua/modis'(1), , 
GNHV67XJ,TUB9URMP,2012_Sarangi_Variability in meteorological parameters and trace gases over the central.pdf,'trmm/pr'(1); 'trmm/tmi'(1), 'gdas'(5), 
UER3YBUX,3CI2BJ74,2017_Saha_On the association of lightning activity and projected change in climate over.pdf,'terra/modis'(1); 'terra/modis----level-3'(1), , 
F4DZ3FVV,J4VUL79M,2016_Rumín-Caparrós_Particle fluxes and their drivers in the Avilés submarine canyon and adjacent.pdf,, , 
NLZF3CPZ,IMUVRF3Z,2016_Rii_Diversity and productivity of photosynthetic picoeukaryotes in biogeochemically.pdf,, , 
W4KQREYF,BLU8FGV8,2016_Reddy_Meteorological factors contributing to the interannual variability of midsummer.pdf,, 'geos-chem'(1), 
J3SJXM4R,BB7U3XAQ,2016_Ravelo-Pérez_Soluble iron dust export in the high altitude Saharan Air Layer.pdf,'aqua/modis'(1); 'aqua/modis----level 3'(1), , 
P29MXLKH,HJJBJ5J6,2016_Rangoonwala_Radar and optical mapping of surge persistence and marsh dieback along the New.pdf,'terra/modis'(3); 'aqua/modis'(3), , 
4P2G7HCH,VWCV3SA4,2016_Qin_Trans-boundary aerosol transport during a winter haze episode in China revealed.pdf,'aqua/modis'(4); 'terra/modis'(1), , 
IEYU6Z32,VEA345M8,2016_Phonkasi_The relationship between satellite rainfall and the gauge rainfall.pdf,, , 
UCIKHK6P,L9RNB6QB,2016_Petkov_Variability in solar irradiance observed at two contrasting Antarctic sites.pdf,, , 
TGLLK7YK,6X47PYTN,2017_Pawar_Possible role of aerosols in the charge structure of isolated thunderstorms.pdf,'terra/modis'(1), , 
7Y6F7RAA,QBV2SLTB,2016_Oxenford_Transient turbid water mass reduces temperature-induced coral bleaching and.pdf,'aqua/modis'(2), , 
5EDHAKKN,PSWMKFAY,2016_Ohde_Saharan dust effects in different trophic areas off Northwest Africa.pdf,'aqua/modis'(1); 'trmm/tmi'(1), , 
VIPGLLLH,FH4E2LHM,2016_Namdari_Spatio-temporal analysis of MODIS AOD over western part of Iran.pdf,'terra/modis'(3); 'aqua/modis'(2), 'gdas'(1), 
DND4SAU8,FHEWWJGR,2017_Nair_Direct radiative effects of aerosols over South Asia from observations and.pdf,'terra/modis'(1); 'aqua/modis'(1), 'merra'(1), 
YW7WLJA5,9H6FKSSI,2016_Muhammad_Seasonal and spatial patterns of SST in the northern Arabian Sea during.pdf,, , 
X6ZJ26KE,TR9UJWZW,2016_Molina_Combining literature review acoustic mapping and in situ observations.pdf,, , 
3IFLYVEV,YFDWXZI6,2016_Mott_Resource partitioning between species and sexes in Great Frigatebirds and.pdf,'aqua/modis'(1), 'merra'(1), 
P2Y2B25R,HY7THDG2,2017_Midhuna_Study on Regional Variations of Aerosol Loading Using Long Term Satellite Data.pdf,'terra/modis'(4); 'aqua/modis'(1), , 
L6LU9R3A,WA7TCZBF,2016_Middey_Disposition of Lightning Activity Due to Pollution Load during Dissimilar.pdf,'terra/modis----level 3'(1); 'aqua/modis----level 3'(1); 'aura/omi'(1), , 
7VLWJID5,ACA74C78,2016_Lekkas_Satellite based detection of Volcanic SO2 over Pakistan.pdf,, , 
2TRMQ99V,5ATT9KEL,2016_Mahmood_Spatiotemporal monitoring of CO2 and CH4 over Pakistan using Atmospheric.pdf,'aqua/airs'(1), , 
8C4P2PRF,QM5TA8RJ,2016_Machado_Seasonality of Energy Balance and Evapotranspiration in a Flooded Scrubland in.pdf,, , 
6KA39KKF,8Z2F9EIE,2016_Lemos_Tracking the southern Brazilian schools of Mugil liza during reproductive.pdf,'aqua/modis'(2), , 
A9A8D6VV,R4AFWUHE,2016_Li_Impact of aerosols on regional climate in southern and northern China during.pdf,, , 
QJMCRHTH,ZL4D2MLJ,2016_Leite-Castro_Reproductive biology of the sea cucumber Holothuria grisea in Brazil.pdf,, , 
PC4GGV2A,9IAYFJHX,2016_Lega_Quantifying the environmental impact of pollutant plumes from coastal rivers.pdf,, 'imerg'(2), 
NW3L466Y,WGR5T2N2,2016_Lee_Most Low-Abundance “Background” Symbiodinium spp.pdf,'aqua/modis'(1), , 
MT8GZICU,Q8SW6UUB,2016_Leal_Multi-scale assessment of human-induced changes to Amazonian instream habitats.pdf,, , 
RNPRGIRC,W76A9D5K,2017_Latha_Absorbing Aerosols Possible Implication to Crop Yield - A Comparison between.pdf,'terra/modis'(5); 'aura/omi'(2), 'merra'(1), 
HEYH5BKD,SE26P49G,2016_Lanzaco_A Method to Improve MODIS AOD Values.pdf,'terra/modis'(4); 'aqua/modis'(3), , 
JXS5CTTR,DIEXG4VB,2017_Kumar_Impact of single-point GPS integrated water vapor estimates on short-range WRF.pdf,, 'gdas'(7), 
ZV49KGFB,BZ9PK9PL,2017_Kumar_Impact of assimilation of INSAT-3D retrieved atmospheric motion vectors on.pdf,, 'gdas'(1), 
ALE6VQ48,RCWLD8JZ,2016_Kulkarni_The atmospheric electrical index for ENSO modoki.pdf,, 'merra'(3); 'geos-5'(1), 
N2WL2SSL,E3SCFBI4,2016_Koplitz_Public health impacts of the severe haze in Equatorial Asia in.pdf,'terra/modis'(4); 'aqua/modis'(1), 'geos-chem'(5), 
K7MZ4Q2V,NAW72KFW,2016_Ko_Impact of Satellite Remote Sensing Data on Simulations of Coastal Circulation.pdf,'trmm/pr'(2); 'trmm/tmi'(2); 'aqua/modis'(1), , , TRMM_3B43, TRMM_3B43
ZDUV2PNM,RPCTECFT,2018_Khodayar_Atmospheric conditions associated with heavy precipitation events in comparison.pdf,, 'tmpa'(1), 
MYTSE8U5,92SIHR4D,2016_Keller_Large-Scale Spatio-Temporal Patterns of Mediterranean Cephalopod Diversity.pdf,, , 
4AZFJY5K,AYS3F664,2016_Jury_Climate influences on upper Limpopo River flow.pdf,, 'penman-monteith'(1), 
NGPURSLS,NS28T793,2016_Kang_Column-integrated aerosol optical properties and direct radiative forcing over.pdf,'terra/modis'(4); 'terra/modis----level 3'(1); 'aura/omi'(1), , 
6GU5EVYQ,WLWFGRBT,2016_Kämpf_Comparison Enigmas and Future Research.pdf,'aqua/modis'(1), , 
UA27BC4D,PSHD8HUC,2016_Indu_Rainfall screening methodology using TRMM data over a river basin.pdf,'trmm/pr'(4); 'trmm/tmi'(3), 'tmpa'(2), 
VRV6SAZG,JVPAEJM5,2016_Ibrahim-Bathis_Rainfall-runoff modelling of Doddahalla watershed—an application of HEC-HMS and.pdf,, , 
85LR5QTE,U72A5TDB,2016_Hoang_Seasonal changes in water quality and Sargassum biomass in southwest Australia.pdf,, 'merra'(1), 
89LWYUGH,HFDNECHA,2017_Harris_Coordinated Airborne Studies in the Tropics (CAST).pdf,'oco-2/oco-2'(3), , 
9973PG8J,PQLPVAZX,2017_Gupta_Global warming and local air pollution have reduced wheat yields in India.pdf,, 'merra'(2), 
F9I48YIH,3VWIQ8KP,2016_Gruzdev_Anomalies of the ozone and nitrogen dioxide contents in the stratosphere over.pdf,, , 
JNG45EYW,P7FG9C9G,2016_Grasse_Silicon and nitrogen cycling in the upwelling area off Peru.pdf,, , 
BELTGRIR,PVU84AMR,2017_Gittings_Seasonal phytoplankton blooms in the Gulf of Aden revealed by remote sensing.pdf,'aqua/modis'(2), , 
EGG5WVGL,4EDSS8WZ,2016_Ghosh_Fishery reproductive biology and stock status of the Indian mackerel.pdf,, , 
LZFNHDC6,ABLKCUDJ,2016_He_Evaluating Surface Variables Simulated by the North American Regional Climate.pdf,, , 
EUUYEZYS,P5JH5MHN,2017_Ghosh_Variability of tropospheric columnar NO2 and SO2 over eastern Indo-Gangetic.pdf,, , 
2XRME38L,KTAJ23NA,2016_Ge_Temporal Variability and Potential Diffusion Characteristics of Dust Aerosol.pdf,'aura/omi'(1); 'aura/omi----level 2g'(1), , 
VPMBXPZS,EDRZUD3D,2017_Gharibzadeh_Radiative Effects and Optical Properties of Aerosol during Two Dust Events in.pdf,'aura/omi----level 2'(1), , 
9L5EKL4E,IZ9GQPCD,2016_Friese_Environmental factors controlling the seasonal variability in particle size.pdf,, , 
V9B9BB9V,R7ZELXKF,2017_Fonseca‐Batista_Nitrogen fixation in the eastern Atlantic reaches similar levels in the.pdf,, , 
PUGX3VAN,PEJ98ZSK,2017_Feng_Cloud and Sun-glint statistics derived from GOES and MODIS observations over.pdf,'aqua/modis'(11); 'terra/modis'(3); 'goes/avhrr'(1); 'aqua/modis----level 3'(1); 'terra/modis----level 1a'(1); 'aqua/modis----level 1a'(1), , 
UI8TM797,NKCSTDEF,2016_Eterigho_Statistical examination of the aerosols loading over Mubi-Nigeria.pdf,, , 
GPBCGHXD,PHXFXEG6,2015_Emetere_Modeling ground temperatures profile for future environmental investigations.pdf,, , 
ANAL8RF6,42PW9V32,2016_Elorriaga-Verplancken_First Record of Pygmy Killer Whales (Feresa attenuata) in the Gulf of.pdf,'aqua/modis'(1), , 
IJTIG85Y,ICCTKG8B,2016_Elorriaga-Verplancken_Impact of the 2015 El Niño-Southern Oscillation on the Abundance and Foraging.pdf,'aqua/modis'(1), , 
IHCU3Y7N,7QWJUDSM,2016_Elhacham_Impact of coastline-intensive anthropogenic activities on the atmosphere from.pdf,'aqua/modis'(2); 'terra/modis'(1), , 
9J4K9ANP,RE5TW55D,2016_Duchi_Long-term (2002–2012) investigation of Saharan dust transport events at Mt.pdf,'aura/omi'(1), , 
ZJY7PUE7,QTYYGXMZ,2016_Duc_Modelling and prediction of air pollutant transport during the 2014 biomass.pdf,'terra/modis'(6); 'aqua/modis'(6), 'gdas'(2), 
SVHNF74L,3YZZ538K,2016_Santos_Temporal variability of atmospheric turbidity and DNI attenuation in the.pdf,'terra/modis'(2), , 
AC8GYKIN,ZZXYBQHE,2017_Diodato_Enhanced propagation of rainfall kinetic energy in the UK.pdf,, 'merra'(1), 
PEE2TMGN,8J8XC7M3,2016_Díaz_Climate variability and Dinophysis acuta blooms in an upwelling system.pdf,, , 
2YS9RYFM,ELRHCKWG,2016_Dimitriou_Upgrading the Estimation of Daily PM10 Concentrations Utilizing Prediction.pdf,'terra/modis----level 3'(1), , 
Z9BHC9D7,7KI26CWC,2016_Delgado_Boodstock conditioning and gonadal development of the smooth clam Callista.pdf,, , 
ZCGEBY6U,35H99QL9,2016_Das_A study on seasonal change in feeding habit health status and reproductive.pdf,, , 
SBNLWZ7M,56MRFS3W,2017_Mansouri Daneshvar_Remote Sensing of Atmospheric and Ionospheric Signals Prior to the Mw 8.pdf,, , 
UYV5ALRE,8LRTJZRT,2015_Cyr_Thermal Fronts Atlas of Canadian Coastal Waters.pdf,, , 
HURE7959,56JDECLJ,2016_Cuevas_Pivotal role of the North African Dipole Intensity (NAFDI) on alternate Saharan.pdf,'terra/modis'(1); 'aqua/modis'(1); 'terra/modis----level 2'(1); 'aqua/modis----level 2'(1), , 
2DA8III5,H5SG3MEL,2016_Cordero_The Solar Spectrum in the Atacama Desert.pdf,'aura/omi'(1); 'aqua/airs'(1), , 
ZV5AFD84,U9AV6HPV,2016_Chung_Global fine-mode aerosol radiative effect as constrained by comprehensive.pdf,, 'merra'(1), 
3FMBQZRP,5NAAD62V,2017_Chen_A review of biomass burning.pdf,'terra/modis'(7); 'aqua/modis'(7); 'aqua/airs'(1); 'aura/omi'(1), 'geos-5'(1), 
5K38XXAX,3RHKXJ6J,2016_Chauhan_Characteristic changes in aerosol and meteorological parameters associated with.pdf,'terra/modis'(4); 'aqua/modis'(1), 'gdas'(1), 
8476V6GV,3I9KS2IB,2016_Chatterjee_Spatio-temporal runoff estimation using TRMM satellite data and NRSC-CN method.pdf,, , , TRMM_3B42, TRMM_3B42
TXAJYFJM,AZRCSPU5,2016_Chand_Heterogeneity in Fluctuations of Glacier with Clean Ice-Covered Debris-Covered.pdf,, 'merra'(8); 'geos-5'(1), 
TFIRGQN3,7GIAH4M4,2016_Carmenta_Does the Establishment of Sustainable Use Reserves Affect Fire Management in.pdf,'terra/modis'(1); 'aqua/modis'(1), , 
35UJUGFL,UKGXJCQC,2016_Cachorro_Inventory of African desert dust events in the north-central Iberian Peninsula.pdf,, 'gdas'(1), 
282HFYWI,2UG7TWBR,2016_Cabrerizo_Saharan dust inputs and high UVR levels jointly alter the metabolic balance of.pdf,'nimbus-7/toms'(1), 'merra-2'(1); 'merra'(1), 
L9ZPENDZ,V7RPR8BY,2016_Bridgestock_Return of naturally sourced Pb to Atlantic surface waters.pdf,, , 
22NFLMNV,R55QKFFM,2017_Bhattacharya_Role of aerosols in modulating cloud properties during active–break cycle of.pdf,, , 
XSSH54MB,BIW6YFGG,2015_Benselhoub_Environmental Risks of Man-Made Air Pollution in Grand Algiers.pdf,, , 
LUV8L3QE,4L6IWH5Q,2016_Benavides_Longitudinal variability of diazotroph abundances in the subtropical North.pdf,, , 
5WBQ8DP8,JD3ZKU8J,2016_Benavides_Basin-wide N2 fixation in the deep waters of the Mediterranean Sea.pdf,, , 
JZ6AKGBZ,IYQKDFXS,2016_Béhagle_Acoustic micronektonic distribution is structured by macroscale oceanographic.pdf,, , 
BKAUE4CL,FBHI5V96,2016_Axbard_Income Opportunities and Sea Piracy in Indonesia.pdf,'aqua/modis'(2), , 
WKQF7III,QKBLS7R8,2016_Aris_One-minute rain rate statistics prediction using Ito-Hosoya model in Malaysia.pdf,'trmm/pr'(2); 'trmm/tmi'(2), 'tmpa'(5), 
U5S27TU4,TXQR4XQ8,2017_Arévalo‐Martínez_Nitrous oxide during the onset of the Atlantic cold tongue.pdf,'aqua/modis'(3), , 
82ISER9G,ENIMZLMB,2017_Ali_Spatio-temporal analysis of aerosol concentration over Saudi Arabia using.pdf,'terra/modis'(7); 'aqua/modis'(7); 'terra/modis----level 3'(1); 'aqua/modis----level 3'(1), 'merra'(3), 
DNG5CFZA,Z4W4SJUL,2019_Valchuk_Actual issues of wader studies in Northern Eurasia.pdf,, , 
4SJG6JRU,QFLIN7V8,2019_Imanullah_The relationship between monsoon and sea surface temperature in the western.pdf,, , 
MFXUUEBH,B33RZ8PT,2019_Tripathi_Spatio-Temporal Rainfall Variability and Flood Prognosis Analysis Using.pdf,'terra/modis'(1); 'aqua/modis'(1); 'trmm/pr'(1), 'tmpa'(15), 
HD33AMZH,IJWHXHD9,2019_Sa’ad_Spatial and Temporal CO Concentration Over Malaysia and Indonesia Using 4.pdf,, 'merra-2'(3); 'merra'(3), 
CKQ7AM8H,RXDMUT6T,2019_Anil_Source Identification of Episodic Rain Pollutants by New Approach.pdf,, 'gdas'(1), 
9K4NEMCS,4QY43GCJ,2019_Baptista_Seasonal variations in the abundance and body size distribution of the ocean.pdf,'aqua/modis'(1), , 
Q3GY5CH3,G9ILJ8VM,2019_Bressac_Resupply of mesopelagic dissolved iron controlled by particulate iron.pdf,, , 
29M35V2L,7GN2DIM7,2019_Khan_Remote sensing of phytoplankton fluorescence in northern arabian sea.pdf,, , 
4JV33743,HAC7ETBY,2019_Kotta_Medicanes Triggering Chlorophyll Increase.pdf,, , 
C5KR8UC9,M8M2F98N,2019_Williams_Identifying eruptive sources of drifting volcanic ash clouds using.pdf,'aqua/modis'(2); 'terra/modis'(1); 'aqua/airs'(1), 'gdas'(1), 
EDWHX6TE,IFJ6U3CY,2019_Skampa_Coupling plankton-sediment trap-surface sediment coccolithophore regime in the.pdf,, , 
C2HYEARR,DRHKNANT,2019_Safdar_Climate Change Indicators and Spatiotemporal Shift in Monsoon Patterns in.pdf,, 'tmpa'(1), 
24G2XRML,72GMX3C5,2019_Benkhalifa_Aerosol vertical distribution optical properties and dust transport in the.pdf,, , 
NAIGW4NN,QYQ2TTQG,2019_MAULANA_SPATIAL LOGISTIC REGRESSION MODELS FOR PREDICTING PEATLAND FIRE IN BENGKALIS.pdf,, , 
4EB6FAKS,DI7IINP3,2019_Polikarpov_Remote Sensing of Phytoplankton Variability in the Arabian-Persian Gulf.pdf,'aqua/modis'(4), , 
PA6ILCEF,C3WAYME5,2019_Ramires_Groundwater recharge estimation using water budget method for Bauru Aquifer.pdf,, , 
UNGFMHC8,IDZNHEGX,2019_Salmabadi_Determination of the transport routes of and the areas potentially affected by.pdf,'aura/omi'(1); 'nimbus-4/buv'(1), 'gdas'(2), 
7KB49J25,EQRW7H3P,2019_Chiarini_Interannual variability of vertical particle fluxes in the Ross Sea (Antarctica).pdf,'dmsp/ssmis'(1); 'aqua/modis'(1), , 
VUYXVMYE,NRF7TALJ,2019_Alwan_Comparison between Iraqi Gauges and TRMM Rainfall Data Over Middle Euphrates.pdf,, , 
XYFKJ97B,XVGK865I,2020_Ammer_Socioeconomic and geographic implications from carbon nitrogen and sulfur.pdf,, , 
5J2GX67S,GX9S997F,2019_Castro_Seasonal guild variation of a bat assemblage in an agricultural landscape of a.pdf,, , 
HHWCZ2EG,C5IUWTCN,2019_Jurkowski_Evaluating Evapotranspiration in Humid Subtropical and Semi-Arid Climates with.pdf,'terra/modis'(3); 'aqua/modis'(2); 'aqua/amsr-e'(1); 'trmm/tmi'(1), 'penman-monteith'(3), 10.5067/E7TYRXPJKWOQ, , GLDAS_NOAH025_3H
WFMSH4KE,WS28YV5P,2020_Zhuang_Impact of track forecast error on tropical cyclone quantitative precipitation.pdf,, 'imerg'(1), , GPM_3IMERGHH, GPM_3IMERGHH
B55KIAD2,AMLI6SER,2020_Wee_Symbiodiniaceae diversity of Palythoa tuberculosa in the central and southern.pdf,'aqua/modis'(1), , 
Z5MK35N9,9F6DWGPK,2020_Torrado_Individual-based population genomics reveal different drivers of adaptation in.pdf,, , 
WW7SGG48,Q3NZ5GE7,2020_Sverdlik_Spatial-temporal distribution of atmospheric temperature anomalies connected.pdf,, 'merra-2'(2); 'merra'(2), 
4YDZ4V4Z,PL37AN55,2020_Robitzch_Recruitment of coral reef fishes along a cross-shelf gradient in the Red Sea.pdf,, , 
NF6IHK3G,FW2AJ3UD,2020_Ramachandran_Year-round aerosol characteristics and radiative effects in the South Asian.pdf,'terra/modis'(1), , 
GBQIY22I,XBM8AK9L,2020_Pisoni_Coastal upwelling in the San Jorge Gulf (Southwestern Atlantic) from remote.pdf,, 'merra-2'(1); 'merra'(1), 
GJNB5I8I,76C7BRNR,2020_Panda_A study on variation of atmospheric pollutants over Bhubaneswar during.pdf,'terra/modis'(1); 'aqua/modis'(1), , 
ERDCR48Y,B9XDXQSN,2020_Nayeem_The impact of coronavirus induced general holiday on air quality in urban area.pdf,'terra/modis'(2); 'aqua/modis'(2), , 
LUPBICTK,FK6VMXWR,2020_Nalamasu_Performance of 4D-Var Data Assimilation on Extreme Snowfall Forecasts over the.pdf,, , 
M2EAK87D,GH95YA3I,2020_Boluwade_Spatial-Temporal Assessment of Satellite-Based Rainfall Estimates in Different.pdf,, 'tmpa'(2); 'imerg'(1), , TRMM_3B43, TRMM_3B43
66AF6SJU,X2PD4M2K,2020_Koutsoyiannis_Revisiting the global hydrological cycle.pdf,'terra/modis'(8); 'aqua/modis'(7), , 
MREQIXGT,QUJ7VQP7,2020_Fan_Neighborhood greenness associated with chronic obstructive pulmonary disease.pdf,, 'geos-chem'(1), 
IHII6E7L,NPVTWWQK,2020_Fan_Southern Ocean carbon export efficiency in relation to temperature and primary.pdf,, 'nobm'(6), 
S5GEBXE4,C7EHYBZM,2020_Burnett_Data-driven estimates of evapotranspiration and its controls in the Congo Basin.pdf,, 'merra'(8); 'tmpa'(1); 'penman-monteith'(1), , GLDAS_NOAH10_M, GLDAS_NOAH10_M
9RZRD3TM,XKX9GX3P,2020_Barrientos_Calibration of the SSOT mission using a vicarious approach based on.pdf,'terra/modis'(3); 'aqua/modis'(1), 'merra-2'(6); 'merra'(6), 
GKWYENLI,M8C8GHRD,2020_Anoruo_Seasonal trend analysis of carbon dioxide across latitudes of Africa Europe.pdf,'terra/modis'(2), , 
EWBHM6MC,A9SI49XI,2020_Aldabash_Validation of MODIS C6.pdf,'terra/modis'(18); 'aqua/modis'(18), 'merra-2'(48); 'merra'(48), 
6ZLNSARG,NPAGPV4I,2020_Sabetghadam_Aerosol climatology and determination of different types over the semi-arid.pdf,'terra/modis'(1); 'aqua/modis'(1); 'aura/omi'(1), , 
J8V2DIME,HIJ9T5KU,2020_Weyer_Increased Diurnal Activity Is Indicative of Energy Deficit in a Nocturnal.pdf,, , 
LG3RCUG7,J5FLIDGY,2020_Wang_Assessment of dominating aerosol properties and their long-term trend in the.pdf,'terra/modis'(3); 'aqua/modis'(2); 'aura/omi'(1); 'aqua/modis----level 3'(1), , 
U2UP4TNA,TG8BV69E,2020_Turquety_APIFLAME v2.pdf,'terra/modis'(3); 'aqua/modis'(1); 'meteosat/seviri'(1); 'terra/modis----level 2'(1); 'aqua/modis----level 2'(1), 'geos-chem'(1), 
M22TUI3Y,XVU5LY8N,2020_Sharma_How Accurately Can Satellite Products (TMPA and IMERG) Detect Precipitation.pdf,'gpm/dpr'(2); 'trmm/tmi'(1); 'trmm/pr'(1), 'imerg'(79); 'tmpa'(63), 
Z626EYVS,ZQHU5WKS,2020_Seyoum_Suitability of satellite-based hydro-climate variables and machine learning for.pdf,'terra/modis'(2), , 
42A69LE9,MH6FFZB4,2020_Qu_The effect of wind and temperature to phytoplankton biomass during blooming.pdf,'aqua/modis'(1), , 
HBDD4NF4,PTNMGT9F,2020_Rushingabigwi_Analysis of Effects of Selected Aerosol Particles to the Global Climate Change.pdf,'terra/modis'(2), 'merra'(3); 'merra-2'(2), 
7699VEJN,AIS24DD3,2020_Nguyen_Characterizing a landmark biomass-burning event and its implication for aging.pdf,'aqua/modis'(2), 'merra-2'(9); 'merra'(9); 'gdas'(1), 
TP34IC85,2HJITQDX,2020_Lefèvre_Amazon River propagation evidenced by a CO2 decrease at 8°N 38°W in September.pdf,'aqua/modis'(1), , 
42A69LE9,SI3S8DIU,2020_Qu_The effect of wind and temperature to phytoplankton biomass during blooming.pdf,'aqua/modis'(1), , 
UP6Y3SXH,CC3L4FHQ,2020_Prospero_Characterizing and Quantifying African Dust Transport and Deposition to South.pdf,, 'merra'(67); 'merra-2'(64); 'geos-chem'(3); 'geos-5'(1), 
3KNXB7IC,7R8E283V,2020_Nichol_Air Pollution Scenario over China during COVID-19.pdf,'aqua/modis'(5), , 
2GMNYBL2,VKT4NIW5,2020_Ohneiser_Smoke of extreme Australian bushfires observed in the stratosphere over Punta.pdf,, 'gdas'(3), , OMAERUV; OMAERUVd, OMAERUV; OMAERUVd
UTWRILA6,KA6W3FMQ,2020_Muñoz-Barbosa_Bajacalifornian dust deposition and atmospheric input of iron to the Gulf of.pdf,'aqua/modis'(1), , 
FV6EQ39I,T2FZXC92,2020_Kumar_Effect of meteorological parameters on spread of COVID-19 in India and air.pdf,'aqua/airs'(1), , 
U9NXQM4U,824ZFSPB,2018_Khan_Satellite based assessment of soil moisture and associated factors for.pdf,, 'merra'(1); 'gdas'(1), 
29M35V2L,TXCDWRLS,2019_Khan_Remote sensing of phytoplankton fluorescence in northern Arabian Sea.pdf,, , 
59MCKG9X,ET826ZL2,2021_Khalid_Estimation of aerosol optical depth in relation to meteorological parameters.pdf,'terra/modis'(2); 'aqua/modis'(1), , 
IBSPTMSU,7R2JED3P,2021_Kant_Study of aerosol-cloud-precipitation-meteorology interaction during a distinct.pdf,'aqua/modis'(4); 'aqua/modis----level 3'(1), , 
C3LQIPN6,UPSEQULH,2020_Huang_Investigating the relationship between aerosol and cloud optical properties.pdf,'terra/modis'(5); 'aqua/modis'(3); 'terra/modis----level-3'(1), , 
T6D8FIAK,Y4NDR7VG,2020_Greaves_The Southern Annular Mode (SAM) influences phytoplankton communities in the.pdf,, , 
N7JSGHB5,87KZ7ZFS,2020_Elepathage_Relationships Among SST Variability Physical and Biological Parameters in the.pdf,'aqua/airs----level 3'(1); 'aqua/modis----level 3'(1); 'aqua/airs'(1); 'aqua/modis'(1), 'nobm'(2); 'merra'(2); 'merra-2'(1), 
5T8W5592,HCEVPZLA,2020_Darynova_SO2 and HCHO over the major cities of Kazakhstan from 2005 to 2016.pdf,, , 
PL8F6IX3,2FJ78VKS,2020_Bikkina_Chemical characterization of wintertime aerosols over the Arabian Sea.pdf,, , 
I248DA2V,XS2VGL54,2020_Ali_Classification of aerosols over Saudi Arabia from 2004–2016.pdf,'aura/omi'(2); 'aqua/modis'(1), , 
S4YUH9AS,K6FAT7F8,2020_Anguita_Exploring the influence of upwelling on the total allowed catch and harvests of.pdf,'aqua/modis'(1), , 
CSRHC4YQ,EU2MYYBP,2020_Abdulfattah_Observed vertical distribution of tropospheric carbon monoxide during 2012 over.pdf,'aqua/airs'(1), , 
3IWLEC8Z,GGZKZZ9I,2020_Wang_Understanding Cloud Droplet Spectral Dispersion Effect Using Empirical and.pdf,'terra/modis'(1), , 
L7T4VCLC,ESK99BRE,2020_Vanek_Participatory design of improved forage-fallow options across soil gradients.pdf,, , 
NNSI3TLS,I3FTT8TY,2020_Saragih_Forecast fishing areas in the waters of the Kei Islands based on satellite data.pdf,, , 
IWLZMXLG,TEVL5NW7,2020_Oluleye_Detection of Dust pollution using a Ka-Band Doppler Radar in a Tropical.pdf,'aura/omi'(1); 'terra/modis'(1); 'aqua/modis'(1), , 
DATX6YCT,ZCCPD527,2020_Moltó_A Global Review on the Biology of the Dolphinfish (Coryphaena hippurus) and Its.pdf,, , 
6BD93HJ6,LC8TFG4C,2019_Mariati_Analisis ozon berbasis satelit AIRS NASA Giovanni System.pdf,, 'geos-5'(1), 
58HTTES2,8RWISER4,2020_Loua_Surface Temperature Trend Estimation over 12 Sites in Guinea Using 57 Years of.pdf,, 'merra'(3), 
EEBDXCLQ,9ZMBAILP,2020_Adedeji_Sensitivity of WRF-Chem model resolution in simulating tropospheric ozone in.pdf,, , 
A2YPZTZT,VVQBZXDF,2020_Wang_Integration of Microwave and Optical-Infrared Derived Datasets from.pdf,, , 
ABAWVXGV,NLS7X2E5,2020_Solander_The pantropical response of soil moisture to El Niño.pdf,, 'merra'(3); 'merra-2'(1), 
AQ4WRMY4,8S2MMLTZ,2020_Shikwambana_Trend analysis and first time observations of sulphur dioxide and nitrogen.pdf,'aura/omi'(1), 'merra-2'(9); 'merra'(9); 'geos-5'(1), 
ENJKYBSI,7IWJG77L,2020_Pokharel_Dynamics of Muddy Rain of 15 June 2018 in Nepal.pdf,, 'merra'(5); 'merra-2'(2), 
V8NDFVNN,VCRBRIHA,2016_Pavés_Breeding season of the South American fur seal (Arctocephalus australis.pdf,'aqua/modis'(3), , 
ZN3BEXN6,AGXAEX8I,2020_Martínez-Castillo_Reproduction of the endangered endemic saffron coral to the Gulf of California.pdf,, , 
4C4KJCYT,6KHPBS7R,2020_Lozano-Bilbao_Ontogenic and seasonal variations of metal content in a small pelagic fish.pdf,, , 
DC92P9BV,D2EVA7NN,2020_Jury_Physical ocean-atmosphere variability over the shelf of South Africa from.pdf,, 'merra'(12), 
SYEX55V5,PNKUBSKN,2019_Jury_Environmental controls on marine productivity near Cape St.pdf,, 'merra'(4), 
I4CDKKPM,F6YWI3VG,2020_Hoque_Molecular characteristics of water-soluble dicarboxylic acids ω-oxocarboxylic.pdf,, , 
AKLBCLNH,GAE7B754,2020_Hanikel_MOF water harvesters.pdf,, , 
D7AFN5Z7,JZFUQTBM,2020_Hallema_Pandemic spotlight on urban water quality.pdf,, , 
7W244RVC,TNJC7XWW,2020_Goldstein_Beyond slash-and-burn.pdf,, , 
KA2GP7FK,NGXVLRBW,2020_de Almeida_Performance analysis of TRMM satellite in precipitation estimation for the.pdf,, , 
WT9ZPTML,DSGRDPCR,2020_Brandão_Meroplankton community structure across oceanographic fronts along the South.pdf,'aqua/modis'(1), , 
